1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,Family
2,9,6,0,5,15925.049699999989,6.80841064453125,109.07568287671225,15,2,7,8,8,13,9,0,11,18,1,6,6,5,3,5,6,18,2,3,0,0,0,0,2,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,1,0,0,0,0,1,3,0,1,2,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,1,1,1,1,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,45,37,26,13,23,10,1,2,1,5,0,0,10,8,5,2,4,0,9,3,1,0,5,8,1,4,2,0,0,8,0,3,8,1,2,7,0,1,14,4,13,Globin
0,11,2,0,5,17082.45229999998,7.20379638671875,110.9250149350648,15,0,8,13,7,15,11,9,19,17,3,2,4,6,2,5,7,7,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,4,1,0,0,0,0,0,0,0,2,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,2,1,0,1,0,1,1,2,0,1,1,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,1,0,0,1,0,2,0,0,46,36,29,11,32,11,3,3,0,5,0,0,5,6,1,3,11,0,9,6,0,0,9,10,0,4,3,2,0,3,0,4,10,0,3,10,0,0,11,2,14,Globin
0,5,4,0,11,15763.240899999992,9.33038330078125,110.23245384615379,18,0,9,6,7,7,5,5,14,15,7,4,6,1,5,11,6,12,2,3,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,1,0,0,2,1,0,1,0,2,1,0,1,0,0,2,2,0,1,0,1,1,0,0,1,2,1,0,2,1,0,0,0,2,0,0,0,0,0,3,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,5,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,48,39,20,12,24,11,5,0,0,5,0,0,5,9,3,3,8,0,10,1,0,0,6,7,0,1,2,1,0,6,0,3,7,2,2,13,0,0,14,3,9,Globin
2,8,7,0,8,16325.430199999975,6.01617431640625,111.05734829931956,16,2,12,5,7,10,8,11,9,13,5,7,3,4,4,8,8,8,2,5,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,2,1,0,1,0,2,0,0,0,0,1,1,0,0,2,2,2,2,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,3,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,2,45,37,28,14,21,9,3,3,0,5,0,1,6,8,5,2,7,0,7,1,2,0,5,7,0,3,3,1,0,8,0,2,7,0,4,10,0,1,14,6,14,Globin
1,6,3,0,13,15816.194199999993,8.99102783203125,110.60275664335659,14,1,9,5,5,8,6,7,12,16,5,3,6,3,5,13,6,12,2,5,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0,1,1,0,0,1,1,3,0,1,0,0,0,0,2,0,0,0,0,0,4,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,47,40,20,12,23,9,3,1,0,4,0,0,7,7,2,2,6,0,10,1,1,0,4,5,0,2,4,2,0,6,0,3,6,1,2,15,0,1,19,5,10,Globin
1,8,5,0,7,15750.871999999988,6.70123291015625,110.92163380281681,14,1,8,9,10,11,8,2,11,18,1,5,4,4,5,7,4,16,2,2,0,0,0,0,1,0,1,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,0,4,0,0,2,0,0,0,0,1,3,0,0,2,0,0,0,1,1,2,0,1,1,0,2,1,0,0,0,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,40,37,26,14,24,7,1,2,1,6,0,0,10,10,4,2,4,0,8,3,0,0,5,7,0,3,1,0,0,8,0,4,7,2,3,6,0,1,12,6,13,Globin
2,7,8,0,6,16023.217399999989,7.83978271484375,109.00147891156455,15,2,7,7,8,13,7,0,11,18,2,8,6,5,4,6,5,18,2,3,0,0,0,0,3,0,2,1,0,1,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0,0,2,1,1,1,0,2,1,0,0,0,1,0,1,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,45,38,27,13,22,9,2,2,1,6,0,0,10,9,5,2,4,0,9,2,1,0,5,7,1,3,2,0,0,8,0,2,10,1,3,8,0,1,13,4,13,Globin
1,8,9,0,8,16195.296499999988,7.92083740234375,110.17208503401352,13,1,9,7,7,13,8,0,11,19,2,9,4,2,6,8,4,18,2,4,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,1,1,1,2,1,0,0,0,1,2,2,0,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,42,39,27,13,25,8,2,2,1,7,0,0,11,10,5,2,4,0,11,3,0,0,6,7,0,5,2,0,0,8,0,3,10,1,2,7,0,1,11,3,10,Globin
2,9,5,0,5,16023.280499999988,7.12774658203125,109.00190816326523,19,2,8,7,8,11,9,0,12,17,3,5,4,4,3,5,7,18,2,3,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,3,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,46,38,24,13,24,11,1,2,1,6,0,0,11,9,5,2,4,0,10,3,1,0,5,7,1,4,2,0,0,8,0,3,7,1,2,7,0,1,13,4,10,Globin
4,20,19,0,21,44739.10960000009,6.11871337890625,112.97754949494973,38,4,19,26,17,25,20,22,14,35,11,19,21,21,22,21,18,22,5,16,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,2,3,1,0,2,0,0,0,0,1,3,0,0,0,2,2,0,3,0,0,1,2,4,0,0,1,0,1,0,1,3,1,0,2,3,1,1,2,3,0,0,1,0,1,1,3,0,1,1,1,1,3,1,3,0,1,0,1,0,2,2,2,1,0,0,1,2,0,2,1,1,1,1,0,1,2,1,1,1,3,3,7,2,0,1,0,1,1,1,2,0,1,1,0,1,1,1,0,2,1,0,0,3,1,0,1,0,1,1,0,0,2,2,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,2,1,2,0,1,0,0,2,1,1,2,2,0,1,1,0,0,2,1,1,0,1,2,2,0,0,1,0,0,0,1,1,0,3,3,0,0,1,0,1,0,1,1,0,0,0,3,5,2,0,0,0,0,0,0,2,0,1,0,1,2,1,1,3,3,1,0,1,0,1,0,5,0,0,1,2,0,1,1,1,2,1,3,1,1,1,0,2,0,2,0,2,1,0,1,0,0,0,1,1,1,8,1,2,2,0,0,1,2,1,0,1,1,0,3,0,0,0,1,2,1,1,0,1,0,1,2,1,1,0,1,2,0,0,1,4,0,1,2,1,1,0,1,1,5,0,0,1,1,1,0,2,1,0,1,2,0,0,1,1,1,0,1,0,2,0,1,0,2,1,0,1,3,0,0,0,0,0,0,1,3,0,0,0,2,1,2,1,0,0,3,0,2,1,0,2,2,2,2,1,1,1,0,0,0,1,0,3,0,0,1,2,0,3,0,1,0,1,0,1,0,1,3,0,0,1,0,0,2,2,1,2,1,3,1,0,0,3,1,1,1,3,4,0,3,1,0,1,0,3,1,4,123,90,85,38,56,33,12,8,0,15,1,1,14,17,8,6,14,0,15,10,0,0,14,19,2,17,8,10,1,8,3,6,23,4,10,29,0,0,33,11,29,Globin
3,17,9,0,22,43505.7620000001,5.57452392578125,110.70168447837175,51,3,18,33,12,28,17,19,6,44,7,9,24,19,30,22,8,25,4,14,0,2,1,0,2,0,0,2,0,3,2,0,0,5,4,0,0,0,1,2,1,0,1,0,1,0,1,1,3,0,0,0,4,1,0,2,0,0,1,1,2,0,1,4,0,0,0,0,2,4,0,1,2,1,1,5,0,0,1,1,0,0,1,5,4,2,1,2,1,2,1,4,0,2,3,2,1,0,1,2,2,0,0,2,2,0,9,2,0,1,1,1,2,4,0,0,1,9,0,4,2,0,1,0,0,3,0,0,1,2,0,0,0,0,0,3,0,0,0,0,2,1,4,1,2,1,0,3,3,3,1,0,1,0,1,1,1,1,1,4,1,0,2,3,5,0,0,2,1,1,2,3,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,2,2,0,3,1,0,0,0,0,1,0,2,2,0,0,1,1,3,0,0,0,2,2,0,1,4,0,2,1,2,0,0,1,3,1,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,3,0,1,1,2,0,0,3,0,1,0,0,1,0,0,0,0,1,1,3,2,1,2,1,1,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,2,0,2,0,1,0,1,5,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,2,2,0,0,1,1,1,1,2,0,2,0,1,1,0,3,0,0,0,1,0,5,0,0,0,0,0,2,1,0,1,1,0,2,0,0,1,1,1,2,0,6,1,1,0,0,1,0,0,2,1,0,1,1,3,3,0,0,0,3,133,95,79,30,53,31,12,3,0,19,0,0,11,20,8,5,15,0,17,8,1,1,13,19,1,12,3,8,1,10,1,5,30,4,9,31,0,1,35,9,33,Globin
3,17,26,0,21,44535.25490000007,4.92742919921875,113.03364187817277,28,3,18,37,21,26,17,23,16,36,8,26,16,20,12,21,25,22,4,15,0,2,0,0,1,0,0,2,0,3,3,0,0,1,0,0,1,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,2,4,4,0,0,2,0,0,0,1,3,2,0,1,2,0,0,2,0,1,1,0,0,0,1,3,0,2,2,1,2,2,2,0,1,0,0,2,0,1,0,1,0,0,0,3,1,1,3,2,1,2,0,2,0,1,1,0,1,2,3,5,2,0,1,0,0,4,0,0,0,2,1,0,2,3,0,2,1,2,2,0,2,0,0,1,1,3,0,2,0,4,2,0,1,0,1,0,1,2,0,3,2,2,1,1,1,2,1,0,1,1,1,2,0,2,1,2,1,0,1,2,0,0,0,1,0,0,1,1,1,1,1,3,2,0,0,0,0,0,0,0,1,2,1,3,0,1,3,0,0,0,1,0,0,0,0,2,3,1,0,0,0,2,1,0,0,0,1,0,3,2,1,2,2,3,0,0,0,0,1,1,5,0,0,0,0,0,0,2,1,6,1,0,1,1,3,0,2,0,2,0,1,1,1,3,0,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0,0,1,0,3,1,0,0,1,2,2,1,1,0,1,0,1,1,0,3,0,2,0,1,2,2,0,1,3,1,1,1,0,2,2,0,0,1,1,1,0,0,2,0,0,1,0,0,0,1,2,0,2,0,3,1,2,0,0,3,0,1,4,0,2,0,1,0,0,1,2,0,0,0,1,1,1,3,0,1,2,0,2,1,0,2,1,0,1,1,1,1,1,0,0,1,0,3,0,0,1,0,0,3,2,0,1,0,2,1,1,0,0,0,0,2,1,0,5,2,1,0,2,4,0,0,0,3,1,0,0,0,2,0,5,1,0,1,0,0,1,3,116,89,101,40,45,32,16,10,0,19,1,1,11,16,14,4,9,0,12,3,0,0,9,26,1,24,7,10,1,10,2,5,20,4,8,24,0,0,35,16,26,Globin
4,18,14,0,14,43418.90920000005,6.30169677734375,110.20027715736055,48,4,16,20,16,30,18,21,13,39,9,14,23,29,17,14,24,21,5,13,0,3,0,0,4,0,0,0,0,3,3,0,0,3,2,0,1,0,4,2,0,0,3,0,0,1,1,1,4,1,1,1,1,1,0,2,0,0,0,4,2,0,0,3,0,0,0,0,4,1,0,1,1,1,0,1,0,1,0,0,0,1,0,3,1,1,2,0,0,2,0,6,0,2,1,2,0,0,0,2,2,0,0,2,3,0,2,1,0,0,1,2,0,1,1,0,0,4,1,10,3,0,1,0,0,2,1,0,0,1,0,0,1,1,2,2,1,1,0,0,1,1,2,0,1,4,4,2,1,1,5,0,1,0,0,0,0,0,3,1,2,0,3,1,0,1,2,2,1,0,1,5,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,1,1,1,1,2,0,1,4,0,0,0,1,0,0,0,0,3,1,2,0,0,0,1,0,0,1,0,3,0,0,2,1,2,4,3,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,0,1,2,0,1,1,0,3,1,2,0,2,0,2,1,0,0,0,1,0,1,5,0,0,1,0,1,0,1,0,2,1,0,0,2,3,0,0,2,0,2,1,0,0,2,1,1,0,2,2,1,1,1,0,0,4,0,1,4,1,1,0,1,1,3,0,0,1,1,2,0,2,1,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,2,2,1,2,0,1,0,1,0,0,2,2,0,0,0,1,1,0,1,0,0,3,0,2,1,0,1,1,2,4,0,1,2,0,0,1,0,1,2,1,0,0,2,0,2,1,0,1,1,0,2,0,0,1,1,1,1,1,2,1,1,1,0,1,3,0,0,0,2,2,0,0,3,3,0,4,1,1,1,0,2,2,4,139,90,79,34,48,46,13,7,1,17,0,0,11,16,11,6,16,0,9,3,0,2,14,19,2,11,6,8,0,9,3,5,22,4,8,35,0,0,34,16,27,Globin
